price,beds,bath,laundry,pets,housing_type,parking,hood_district
4900,3,1,(a) in-unit,(a) both,(c) multi,(d) no parking,9
5600,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4350,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,5
4648,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
6500,2,2,(a) in-unit,(b) dogs,(c) multi,(b) protected,9
5500,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,6
5000,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4399,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
3800,3,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,2
6800,3,1,(b) on-site,(c) cats,(c) multi,(d) no parking,8
3750,2,1,(a) in-unit,(d) no pets,(a) single,(b) protected,9
5875,4,2,(b) on-site,(d) no pets,(c) multi,(b) protected,6
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
5100,2,2,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
4305,3,2.5,(a) in-unit,(a) both,(c) multi,(d) no parking,8
4265,3,2.5,(a) in-unit,(a) both,(c) multi,(d) no parking,9
4210,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,8
3750,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,9
3750,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,9
3500,2,2,(a) in-unit,(d) no pets,(a) single,(b) protected,2
5790,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3400,3,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,10
4200,3,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
4500,3,1,(a) in-unit,(a) both,(c) multi,(d) no parking,9
4200,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
5000,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
5000,3,3.5,(a) in-unit,(a) both,(c) multi,(d) no parking,9
3800,2,2,(b) on-site,(b) dogs,(c) multi,(d) no parking,7
3349,3,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,1
4400,4,2.5,(a) in-unit,(a) both,(c) multi,(c) off-street,7
4595,4,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,6
4800,3,2,(a) in-unit,(c) cats,(c) multi,(d) no parking,9
4999,3,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,6
4495,4,1,(a) in-unit,(a) both,(c) multi,(d) no parking,9
3995,3,1.5,(c) no laundry,(c) cats,(c) multi,(d) no parking,5
4200,3,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
7900,4,4,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
5995,2,2,(a) in-unit,(c) cats,(c) multi,(b) protected,5
3260,2,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3500,3,2,(a) in-unit,(c) cats,(c) multi,(b) protected,3
4495,3,2,(b) on-site,(a) both,(c) multi,(c) off-street,2
5500,2,2,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
3480,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4750,3,2,(b) on-site,(d) no pets,(c) multi,(b) protected,9
5200,2,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,6
5290,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4750,3,1.5,(c) no laundry,(a) both,(c) multi,(d) no parking,5
5695,3,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,5
3950,3,1,(c) no laundry,(a) both,(c) multi,(d) no parking,9
5200,3,2,(c) no laundry,(d) no pets,(c) multi,(b) protected,8
5290,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4500,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
3950,3,1,(a) in-unit,(a) both,(c) multi,(d) no parking,9
4500,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,8
4500,2,2,(b) on-site,(a) both,(c) multi,(b) protected,8
4500,2,2,(b) on-site,(a) both,(c) multi,(b) protected,8
4800,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,8
4400,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
5200,3,2,(b) on-site,(a) both,(c) multi,(b) protected,5
6500,4,2,(b) on-site,(d) no pets,(c) multi,(b) protected,7
5900,3,2,(a) in-unit,(d) no pets,(c) multi,(c) off-street,5
3943,3,2.5,(c) no laundry,(d) no pets,(c) multi,(d) no parking,10
6995,2,2.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8
4375,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4495,2,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
4200,3,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
5050,2,2,(a) in-unit,(c) cats,(c) multi,(b) protected,7
3999,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3800,3,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
5100,3,2.5,(a) in-unit,(d) no pets,(a) single,(b) protected,4
4995,3,2,(a) in-unit,(a) both,(c) multi,(c) off-street,5
4000,3,2,(a) in-unit,(c) cats,(c) multi,(d) no parking,5
4800,3,2.5,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
6000,4,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
4595,3,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,5
5500,3,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
5500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
4750,3,2,(b) on-site,(a) both,(c) multi,(b) protected,1
4495,3,2,(b) on-site,(a) both,(c) multi,(b) protected,5
4995,4,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
4500,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4500,4,2,(b) on-site,(a) both,(c) multi,(d) no parking,9
7900,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
3750,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,1
5700,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4500,2,1,(a) in-unit,(a) both,(a) single,(c) off-street,9
4500,2,1,(b) on-site,(a) both,(c) multi,(b) protected,6
3850,3,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,9
5150,2,2,(b) on-site,(d) no pets,(c) multi,(a) valet,8
4275,2,2,(a) in-unit,(a) both,(c) multi,(a) valet,9
3300,2,1,(b) on-site,(d) no pets,(a) single,(d) no parking,2
7654,3,2.5,(a) in-unit,(b) dogs,(c) multi,(b) protected,8
6895,2,2,(a) in-unit,(b) dogs,(c) multi,(b) protected,7
3900,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
4500,3,2,(c) no laundry,(a) both,(a) single,(b) protected,3
5555,5,1.5,(c) no laundry,(a) both,(c) multi,(d) no parking,5
4750,3,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,6
7800,2,2,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
6500,3,2.5,(a) in-unit,(a) both,(c) multi,(a) valet,8
5995,4,2,(b) on-site,(a) both,(c) multi,(d) no parking,9
3807,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,10
4999,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
6800,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
4900,3,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
3700,3,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,6
4900,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
5300,4,2,(b) on-site,(d) no pets,(a) single,(d) no parking,2
5400,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
4495,3,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,1
5000,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
4300,3,2,(b) on-site,(a) both,(c) multi,(b) protected,10
3950,3,1.5,(b) on-site,(d) no pets,(a) single,(b) protected,10
5250,3,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
4500,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4250,3,1,(a) in-unit,(d) no pets,(a) single,(b) protected,2
5795,4,3,(a) in-unit,(a) both,(c) multi,(b) protected,9
5195,4,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5
6495,3,2.5,(a) in-unit,(a) both,(c) multi,(d) no parking,7
4695,3,3,(b) on-site,(d) no pets,(c) multi,(b) protected,1
3995,3,2,(b) on-site,(a) both,(c) multi,(b) protected,3
7195,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,5
4990,3,2,(a) in-unit,(d) no pets,(a) single,(b) protected,9
9800,2,2.5,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
5200,4,2,(a) in-unit,(a) both,(c) multi,(b) protected,6
4800,4,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4500,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,7
4000,3,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3400,3,2,(b) on-site,(d) no pets,(c) multi,(b) protected,10
3495,3,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9
6950,5,2,(a) in-unit,(d) no pets,(c) multi,(c) off-street,5
5595,3,2,(a) in-unit,(b) dogs,(c) multi,(b) protected,5
5995,3,2,(a) in-unit,(a) both,(c) multi,(d) no parking,1
6990,4,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
4900,5,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
4695,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
4875,2,3,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
4700,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4700,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4600,3,2.5,(c) no laundry,(d) no pets,(c) multi,(b) protected,6
4700,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4700,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
5500,3,1,(a) in-unit,(a) both,(c) multi,(d) no parking,5
5000,2,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
5915,3,3,(a) in-unit,(a) both,(c) multi,(d) no parking,8
5600,4,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,5
5500,4,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
7950,5,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,6
5200,5,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
3995,4,2,(b) on-site,(a) both,(c) multi,(d) no parking,5
3995,4,2,(b) on-site,(a) both,(c) multi,(d) no parking,9
4000,2,2.5,(a) in-unit,(c) cats,(c) multi,(b) protected,9
5595,4,2,(b) on-site,(a) both,(c) multi,(d) no parking,5
5995,3,2,(a) in-unit,(a) both,(c) multi,(d) no parking,5
6500,5,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
5600,2,2,(a) in-unit,(c) cats,(c) multi,(b) protected,8
5250,4,1,(a) in-unit,(a) both,(c) multi,(d) no parking,6
6500,2,2.5,(a) in-unit,(a) both,(c) multi,(a) valet,8
6500,2,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,8
4695,4,2.5,(a) in-unit,(d) no pets,(a) single,(b) protected,10
4700,4,2.5,(b) on-site,(d) no pets,(c) multi,(b) protected,1
4500,4,2.5,(b) on-site,(d) no pets,(c) multi,(b) protected,1
6250,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,7
6300,5,2,(a) in-unit,(a) both,(c) multi,(d) no parking,6
3995,3,2,(a) in-unit,(a) both,(a) single,(d) no parking,8
4400,2,2,(a) in-unit,(d) no pets,(a) single,(b) protected,1
6999,5,2,(a) in-unit,(c) cats,(c) multi,(d) no parking,7
5750,4,2,(b) on-site,(d) no pets,(a) single,(b) protected,4
5695,4,2,(b) on-site,(c) cats,(c) multi,(d) no parking,9
2999,3,2,(b) on-site,(d) no pets,(a) single,(d) no parking,10
10000,6,2,(a) in-unit,(d) no pets,(a) single,(c) off-street,7
4950,4,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,1
6100,3,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
7000,3,2,(a) in-unit,(d) no pets,(a) single,(b) protected,5
5000,6,3,(c) no laundry,(d) no pets,(c) multi,(d) no parking,2
7200,1,2,(c) no laundry,(a) both,(c) multi,(d) no parking,9
5950,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
4800,3,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
10500,3,3,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
9300,4,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
7400,5,2,(a) in-unit,(a) both,(c) multi,(d) no parking,7
6800,4,2,(a) in-unit,(a) both,(a) single,(b) protected,5
12500,2,2.5,(a) in-unit,(a) both,(c) multi,(a) valet,9
6000,3,2,(b) on-site,(d) no pets,(c) multi,(b) protected,7
6050,4,3,(a) in-unit,(a) both,(a) single,(b) protected,1
7200,5,2.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
19000,3,3.5,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
7999,4,4,(a) in-unit,(a) both,(a) single,(b) protected,4
7746,4,3.5,(a) in-unit,(a) both,(c) multi,(b) protected,5
7746,4,3.5,(a) in-unit,(a) both,(c) multi,(b) protected,5
8750,2,3,(a) in-unit,(a) both,(c) multi,(a) valet,8
8750,2,3,(a) in-unit,(a) both,(c) multi,(a) valet,8
7500,6,2.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
6995,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,5
9000,2,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
5500,4,2,(c) no laundry,(c) cats,(a) single,(b) protected,2
7995,2,2,(b) on-site,(a) both,(c) multi,(d) no parking,7
7800,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,7
9100,5,3,(a) in-unit,(d) no pets,(a) single,(d) no parking,4
7995,4,3,(a) in-unit,(a) both,(a) single,(b) protected,4
12000,4,4,(a) in-unit,(a) both,(c) multi,(b) protected,9
9000,3,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
15000,4,3.5,(a) in-unit,(d) no pets,(a) single,(b) protected,1
